target,scheme,segment,model_scope,retrain_time,event_type,feature,importance
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,roll_std_96,0.00839547161012888
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,diff_1,0.01573847606778145
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,diff_96,0.013659424148499966
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,hour,0.01659439504146576
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,minute,0.01817232184112072
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,dayofweek,0.015318230725824833
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,slot96,0.005469048861414194
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,sin_slot96,0.016699248924851418
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,cos_slot96,0.006952736992388964
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,is_holiday,0.011390346102416515
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,is_workday,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,is_weekend,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,is_makeup_workday,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,before_holiday_1d,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,after_holiday_1d,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Dragon Boat Festival,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Labour Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Mid-autumn Festival,0.000983508420176804
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_National Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_New Year's Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_None,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Spring Festival,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,flat,segment_model,2026-01-01 00:15:00,weekly,holiday_name_Tomb-sweeping Day,0.0
day_ahead_price,chronos_xgb_residual_xgb_part,peak,segment_model,2026-01-01 00:15:00,weekly,lag_1,0.5422860980033875
day_ahead_price,chronos_xgb_residual_xgb_part,peak,segment_model,2026-01-01 00:15:00,weekly,lag_2,0.024486307054758072
day_ahead_price,chronos_xgb_residual_xgb_part,peak,segment_model,2026-01-01 00:15:00,weekly,lag_4,0.015489164739847183
day_ahead_price,chronos_xgb_residual_xgb_part,peak,segment_model,2026-01-01 00:15:00,weekly,lag_96,0.006199920084327459
